test_id,ref_utterance,ref_utterance_artist,script,type,expected_name,expected_id,asr_pass,e2e_asr_pass,e2e_ref_pass
309425,嘿Siri播放Years & Years的歌,Years & Years,,,Years & Years,910604189,False,False,True
308393,嘿Siri播放Miloš Karadaglić的歌,Miloš Karadaglić,,,Miloš Karadaglić,380787485,False,False,True
309035,嘿Siri播放The Notorious B.I.G.的歌,The Notorious B.I.G.,,,The Notorious B.I.G.,5499810,False,False,True
309859,嘿Siri播放Costantino Catena的歌,Costantino Catena,,,Costantino Catena,200311917,False,False,True
309598,嘿Siri播放Bazzi的歌,Bazzi,,,Bazzi,800263205,False,False,True
308702,嘿Siri播放DOLF的歌,DOLF,,,DOLF,360578572,False,False,True
308950,嘿Siri播放offonoff的歌,offonoff,,,offonoff,1156356376,False,False,True
309204,嘿Siri播放 舞韻合唱團 的歌,Eurythmics,,,Eurythmics,395777,False,False,True
310191,嘿Siri播放Babyface的歌,Babyface,,,Babyface,12113,False,True,True
308766,嘿Siri播放Aretha Franklin的歌,Aretha Franklin,,,Aretha Franklin,98742,False,False,True
309427,嘿Siri播放貝兒與賽巴斯汀樂團的歌,貝兒與賽巴斯汀樂團,,,Belle and Sebastian,2989382,False,False,True
309121,嘿Siri播放BØRNS的歌,BØRNS,,,BØRNS,923255950,False,False,True
310111,嘿Siri播放GReeeeN的歌,GReeeeN,,,GReeeeN,218171255,False,False,False
308500,嘿Siri播放LOOΠΔ的歌,LOOΠΔ,,,,,,,
309868,嘿Siri播放Duke Ellington的歌,Duke Ellington,,,Duke Ellington,39525,False,False,True
309003,嘿Siri播放Girls' Generation-TTS的歌,Girls' Generation-TTS,,,Girls' Generation-TTS,905847799,False,False,True
308649,嘿Siri播放Slowdive的歌,Slowdive,,,Slowdive,528315,False,False,True
309018,嘿Siri播放Gym Class Heroes的歌,Gym Class Heroes,,,Gym Class Heroes,75949392,False,False,True
310205,嘿Siri播放Poppy Ackroyd的歌,Poppy Ackroyd,,,Poppy Ackroyd,578309421,False,False,True
309275,嘿Siri播放A$AP Ferg的歌,A$AP Ferg,,,A$AP Ferg,582346993,False,False,True
309646,嘿Siri播放Sigur Rós的歌,Sigur Rós,,,Sigur Rós,73720797,False,False,True
308767,嘿Siri播放yaeji的歌,yaeji,,,yaeji,1087249836,False,False,True
308395,嘿Siri播放Fergie的歌,Fergie,,,Fergie,151910203,False,False,True
309030,嘿Siri播放ZHU的歌,ZHU,,,ZHU,261545033,False,False,True
309915,嘿Siri播放E-girls的歌,E-girls,,,E-girls,488070237,False,False,True
308338,嘿Siri播放Luther Vandross的歌,Luther Vandross,,,Luther Vandross,23393,False,False,True
309290,嘿Siri播放Trey Songz的歌,Trey Songz,,,Trey Songz,31733124,False,True,True
309591,嘿Siri播放保羅 努提尼的歌,保羅 努提尼,,,Paolo Nutini,156669286,False,False,True
308487,嘿Siri播放米傑羅奎爾的歌,米傑羅奎爾,,,Jamiroquai,475902,False,False,False
308930,嘿Siri播放George Ezra的歌,George Ezra,,,George Ezra,705812852,False,False,True
309437,嘿Siri播放RAYE的歌,RAYE,,,,,,,
309805,嘿Siri播放APRIL的歌,APRIL,,,APRIL,1033052104,False,False,True
309417,嘿Siri播放Gai的歌,Gai,,,,,,,
309657,嘿Siri播放PENTAGON的歌,PENTAGON,,,PENTAGON,1346387122,False,False,True
308424,嘿Siri播放關喆的歌,關喆,,,關喆,638034798,False,False,True
309535,嘿Siri播放Seong-Jin Cho的歌,Seong-Jin Cho,,,Seong-Jin Cho,1053136187,False,False,True
308416,嘿Siri播放Lauv的歌,Lauv,,,Lauv,982612996,False,False,True
310025,嘿Siri播放Chaka Khan的歌,Chaka Khan,,,Chaka Khan,17402,False,False,False
309210,嘿Siri播放Sleeping At Last的歌,Sleeping At Last,,,Sleeping At Last,326646632,False,False,True
308326,嘿Siri播放Kodak Black的歌,Kodak Black,,,Kodak Black,953921140,False,False,True
310199,嘿Siri播放Anderson .Paak的歌,Anderson .Paak,,,Anderson .Paak,855484536,False,False,True
309550,嘿Siri播放Röyksopp的歌,Röyksopp,,,Röyksopp,3432068,False,False,True
310060,嘿Siri播放Mischa Maisky的歌,Mischa Maisky,,,Mischa Maisky,4317514,False,False,True
309944,嘿Siri播放AMBER的歌,AMBER,,,AMBER,965780781,False,False,True
308361,嘿Siri播放Elevation Worship的歌,Elevation Worship,,,Elevation Worship,287874918,False,False,True
308335,嘿Siri播放Sebastian Ingrosso的歌,Sebastian Ingrosso,,,Sebastian Ingrosso,77816993,False,False,True
309303,嘿Siri播放趙雷的歌,趙雷,,,趙雷,937112027,False,False,True
308602,嘿Siri播放SS501的歌,SS501,,,SS501,307494387,False,False,True
309323,嘿Siri播放Jamie xx的歌,Jamie xx,,,Jamie xx,405563985,False,True,True
308801,嘿Siri播放瀨葉淳的歌,瀨葉淳,,,Nujabes,679712483,False,False,False
308555,嘿Siri播放5 Seconds of Summer的歌,5 Seconds of Summer,,,5 Seconds of Summer,538811449,False,False,True
308712,嘿Siri播放Matteo的歌,Matteo,,,Matteo,212408986,False,False,True
310203,嘿Siri播放Gateway Worship的歌,Gateway Worship,,,Gateway Worship,160408277,False,False,True
309503,嘿Siri播放187 INC的歌,187 INC,,,187 INC,1090338459,False,False,True
310061,嘿Siri播放普拉西多·多明哥的歌,普拉西多·多明哥,,,普拉西多·多明哥,375956,False,False,True
310110,嘿Siri播放2PM的歌,2PM,,,2PM,183292586,False,False,True
308582,嘿Siri播放Malia Civetz的歌,Malia Civetz,,,Malia Civetz,1075842217,False,False,True
309941,嘿Siri播放Eva Cassidy的歌,Eva Cassidy,,,Eva Cassidy,1102077,False,False,True
308664,嘿Siri播放羅德斯圖爾特的歌,羅德斯圖爾特,,,Rod Stewart,57471,False,False,True
308879,嘿Siri播放Maria João Pires的歌,Maria João Pires,,,Maria João Pires,799747,False,False,True
309578,嘿Siri播放Childish Gambino的歌,Childish Gambino,,,Childish Gambino,466842536,False,False,True
308446,嘿Siri播放DAOKO的歌,DAOKO,,,DAOKO,547853144,False,False,True
308810,嘿Siri播放Eddy Kim的歌,Eddy Kim,,,Eddy Kim,854180595,False,False,True
309357,嘿Siri播放Angus & Julia Stone的歌,Angus & Julia Stone,,,Angus & Julia Stone,169843517,False,True,True
309428,嘿Siri播放ウェルビーイング・シリーズ的歌,ウェルビーイング・シリーズ,,,ウェルビーイング・シリーズ,259296633,False,False,True
309689,嘿Siri播放Daya的歌,Daya,,,Daya,1037160430,False,False,True
309841,嘿Siri播放Sleeping Mozart Relaxing Baby的歌,Sleeping Mozart Relaxing Baby,,,Sleeping Mozart Relaxing Baby,762135616,False,False,True
309679,嘿Siri播放By2的歌,By2,,,By2,265595963,False,False,True
309394,嘿Siri播放Kendrick Lamar的歌,Kendrick Lamar,,,Kendrick Lamar,368183298,False,False,True
309423,嘿Siri播放Rhye的歌,Rhye,,,Rhye,490808665,False,False,True
309799,嘿Siri播放GARY的歌,GARY,,,GARY,797262371,False,False,True
309128,嘿Siri播放Kylie Minogue的歌,Kylie Minogue,,,Kylie Minogue,465031,False,False,True
309781,嘿Siri播放Claudio Arrau的歌,Claudio Arrau,,,Claudio Arrau,341077,False,False,True
309156,嘿Siri播放Ty Dolla $ign的歌,Ty Dolla $ign,,,Ty Dolla $ign,602917745,False,False,True
309407,嘿Siri播放Sons of People的歌,Sons of People,,,Sons of People,1244044372,False,False,True
309053,嘿Siri播放CRAIG ARMSTRONG的歌,CRAIG ARMSTRONG,,,CRAIG ARMSTRONG,14738507,False,False,True
308787,嘿Siri播放Jackson 5的歌,Jackson 5,,,Jackson 5,104063,False,False,True
308937,嘿Siri播放戴米恩萊斯的歌,戴米恩萊斯,,,Damien Rice,2249490,False,False,False
308730,嘿Siri播放Major Lazer的歌,Major Lazer,,,Major Lazer,315761934,False,False,True
309953,嘿Siri播放JBJ的歌,JBJ,,,JBJ,1336882714,False,False,True
310196,嘿Siri播放SF9的歌,SF9,,,SF9,1161961912,False,False,True
308774,嘿Siri播放supercell的歌,supercell,,,supercell,631665100,False,False,True
309529,嘿Siri播放Dean Lewis的歌,Dean Lewis,,,Dean Lewis,779085108,False,False,True
310134,嘿Siri播放Lionel Richie的歌,Lionel Richie,,,Lionel Richie,48397,False,False,True
310275,嘿Siri播放Bumkey的歌,Bumkey,,,범키,359828063,False,False,True
309066,嘿Siri播放Annie Lennox的歌,Annie Lennox,,,Annie Lennox,14000,False,False,True
309272,嘿Siri播放Alexandre Tharaud的歌,Alexandre Tharaud,,,Alexandre Tharaud,3325614,False,False,True
310069,嘿Siri播放Timbaland的歌,Timbaland,,,Timbaland,3342627,False,False,True
309339,嘿Siri播放Orgel Sound J-Pop的歌,Orgel Sound J-Pop,,,Orgel Sound J-Pop,259008846,False,False,True
308853,嘿Siri播放惡魔先生的歌,惡魔先生,,,Don Diablo,76849154,False,False,False
309243,嘿Siri播放Ballet Dance Jazz J. Company的歌,Ballet Dance Jazz J. Company,,,Ballet Dance Jazz J. Company,562220801,False,False,True
308834,嘿Siri播放AMIT的歌,AMIT,,,AMIT,979195661,False,False,False
309232,嘿Siri播放貓王的歌,貓王,,,Elvis Presley,197443,False,False,True
309811,嘿Siri播放YOONA的歌,YOONA,,,YOONA,881275581,False,False,True
310188,嘿Siri播放사이먼 도미닉的歌,사이먼 도미닉,,,,,,,
308516,嘿Siri播放Survivor的歌,Survivor,,,Survivor,3713599,False,False,True
308610,嘿Siri播放JUNIEL的歌,JUNIEL,,,JUNIEL,474630135,False,False,True
310248,嘿Siri播放Martha Argerich的歌,Martha Argerich,,,Martha Argerich,319607,False,False,True
309438,嘿Siri播放曾之喬的歌,曾之喬,,,曾之喬,786449880,False,True,True
309860,嘿Siri播放TFBOYS的歌,TFBOYS,,,TFBOYS,1146683407,False,False,True
309931,嘿Siri播放Zia的歌,Zia,,,Zia,412567966,False,False,True
310228,嘿Siri播放The Bellas的歌,The Bellas,,,The Bellas,990970340,False,False,True
309478,嘿Siri播放Jorja Smith的歌,Jorja Smith,,,Jorja Smith,1088331223,False,False,True
309386,嘿Siri播放Madonna的歌,Madonna,,,Madonna,20044,False,False,True
308432,嘿Siri播放Pharrell Williams的歌,Pharrell Williams,,,Pharrell Williams,14934728,False,False,True
310051,嘿Siri播放KSHMR的歌,KSHMR,,,KSHMR,827795989,False,False,True
310197,嘿Siri播放Woo Won Jae的歌,Woo Won Jae,,,Woo Won Jae,1267775141,False,False,True
309263,嘿Siri播放Flume的歌,Flume,,,Flume,4275634,False,False,True
309723,嘿Siri播放CLC的歌,CLC,,,CLC,978594123,False,False,True
309864,嘿Siri播放Sleep Music Lullabies的歌,Sleep Music Lullabies,,,Sleep Music Lullabies,474724971,False,False,True
309445,嘿Siri播放Billie Eilish的歌,Billie Eilish,,,Billie Eilish,1065981054,False,False,True
308845,嘿Siri播放Jessie J的歌,Jessie J,,,Jessie J,405360400,False,True,True
308923,嘿Siri播放Riccardo Muti的歌,Riccardo Muti,,,Riccardo Muti,322709,False,False,True
309340,嘿Siri播放naomi & goro的歌,naomi & goro,,,naomi & goro,77858451,False,False,True
309516,嘿Siri播放弦樂四重奏樂團的歌,弦樂四重奏樂團,,,アコルディ弦楽四重奏団,281553386,False,False,False
308681,嘿Siri播放Susie Tallman的歌,Susie Tallman,,,Susie Tallman,30636853,False,False,True
309298,嘿Siri播放The Lumineers的歌,The Lumineers,,,The Lumineers,350720227,False,False,True
308431,嘿Siri播放Dave Koz的歌,Dave Koz,,,Dave Koz,529662,False,False,True
308784,嘿Siri播放Vanilla Acoustic的歌,Vanilla Acoustic,,,Vanilla Acoustic,347261741,False,False,True
309948,嘿Siri播放艾拉羅索勒的歌,艾拉羅索勒,,,Álvaro Soler,977177120,False,False,False
339121,嘿Siri播放李建榮的歌,李建榮,,,이건영,373735678,False,False,False
310001,嘿Siri播放Rihanna的歌,Rihanna,,,Rihanna,63346553,False,False,True
309014,嘿Siri播放ONE的歌,ONE,,,ONE,1257997726,False,True,True
309195,嘿Siri播放Clazziquai Project的歌,Clazziquai Project,,,Clazziquai Project,82012551,False,False,True
309172,嘿Siri播放Red Velvet的歌,Red Velvet,,,Red Velvet,906961899,False,True,True
308678,嘿Siri播放Pi Ano的歌,Pi Ano,,,Pi Ano,507889834,False,False,False
310217,嘿Siri播放Maranatha! Music的歌,Maranatha! Music,,,Maranatha! Music,220299719,False,False,True
308411,嘿Siri播放Iggy Azalea的歌,Iggy Azalea,,,Iggy Azalea,503970811,False,False,True
308675,嘿Siri播放Baby Sleep Lullaby Academy的歌,Baby Sleep Lullaby Academy,,,Baby Sleep Lullaby Academy,963545464,False,False,True
310186,嘿Siri播放Yuna的歌,Yuna,,,Yuna,508690833,False,False,True
308896,嘿Siri播放Anne-Sophie Mutter的歌,Anne-Sophie Mutter,,,Anne-Sophie Mutter,497675,False,False,True
309792,嘿Siri播放VIXX LR的歌,VIXX LR,,,VIXX LR,1032610440,False,False,True
309835,嘿Siri播放Whethan的歌,Whethan,,,Whethan,1131838621,False,False,True
310089,嘿Siri播放Liam Payne的歌,Liam Payne,,,Liam Payne,366710817,False,False,True
309570,嘿Siri播放JAY Z的歌,JAY Z,,,JAY Z,112080,False,False,False
310076,嘿Siri播放徐朱玄的歌,徐朱玄,,,Seohyun,502419930,False,False,False
309254,嘿Siri播放The Script的歌,The Script,,,The Script,277228393,False,True,True
309776,嘿Siri播放Outkast的歌,Outkast,,,Outkast,289550,False,False,True
308483,嘿Siri播放Usher的歌,Usher,,,Usher,15885,False,False,True
309618,嘿Siri播放blackbear的歌,blackbear,,,blackbear,521141925,False,False,True
309812,嘿Siri播放克里斯波提的歌,克里斯波提,,,Chris Botti,38341,False,False,False
309153,嘿Siri播放R3hab的歌,R3hab,,,R3hab,331900515,False,False,True
309760,嘿Siri播放a-ha的歌,a-ha,,,a-ha,166566,False,False,True
308510,嘿Siri播放Hiroyuki Sawano的歌,Hiroyuki Sawano,,,Hiroyuki Sawano,156620523,False,False,True
309936,嘿Siri播放Al Jarreau的歌,Al Jarreau,,,Al Jarreau,155948,False,False,True
309790,嘿Siri播放Boxing樂團的歌,Boxing樂團,,,Boxing樂團,933098436,False,False,True
309381,嘿Siri播放Tom Odell的歌,Tom Odell,,,Tom Odell,524929515,False,False,True
309943,嘿Siri播放SPICA的歌,SPICA,,,SPICA,179833053,False,False,True
309325,嘿Siri播放朵薇史堤凱的歌,朵薇史堤凱,,,Tove Styrke,338875409,False,False,False
309167,嘿Siri播放Frenship的歌,Frenship,,,Frenship,699365325,False,False,True
308916,嘿Siri播放Original London Cast的歌,Original London Cast,,,Original London Cast,416584,False,False,True
310058,嘿Siri播放Shiny的歌,Shiny,,,Shiny,930561852,False,False,True
310067,嘿Siri播放 七級煉獄 的歌,Avenged Sevenfold,,,Avenged Sevenfold,6766228,False,False,True
308811,嘿Siri播放Alfred Brendel的歌,Alfred Brendel,,,Alfred Brendel,4317211,False,False,True
308496,嘿Siri播放Mr. Probz的歌,Mr. Probz,,,Mr. Probz,122464082,False,False,True
308574,嘿Siri播放VaVa的歌,VaVa,,,VaVa,1278518450,False,False,True
309419,嘿Siri播放Wham!的歌,Wham!,,,Wham!,548421,False,False,True
308824,嘿Siri播放Jessie Reyez的歌,Jessie Reyez,,,Jessie Reyez,1043591612,False,False,True
308933,嘿Siri播放Bishop Briggs的歌,Bishop Briggs,,,Bishop Briggs,1047012236,False,False,True
309063,嘿Siri播放The Pig Family的歌,The Pig Family,,,The Pig Family,960773637,False,False,True
309796,嘿Siri播放Bob Dylan的歌,Bob Dylan,,,Bob Dylan,462006,False,False,True
309041,嘿Siri播放Blake Shelton的歌,Blake Shelton,,,Blake Shelton,189204,False,False,True
308350,嘿Siri播放Ravi的歌,Ravi,,,Ravi,1071012555,False,False,True
310177,嘿Siri播放Lilly Wood & The Prick的歌,Lilly Wood & The Prick,,,Lilly Wood & The Prick,306011111,False,False,True
309319,嘿Siri播放The Him的歌,The Him,,,The Him,875207199,False,False,True
309119,嘿Siri播放Sigrid的歌,Sigrid,,,Sigrid,1206070304,False,False,True
309422,嘿Siri播放The Rolling Stones的歌,The Rolling Stones,,,The Rolling Stones,1249595,False,False,True
310218,嘿Siri播放孫佳人的歌,孫佳人,,,,,,,
309696,嘿Siri播放Macklemore的歌,Macklemore,,,Macklemore,283347662,False,False,True
309739,嘿Siri播放RADWIMPS的歌,RADWIMPS,,,RADWIMPS,91160335,False,True,True
310192,嘿Siri播放NF的歌,NF,,,NF,898094630,False,False,True
309903,嘿Siri播放Junichi Kamiyama的歌,Junichi Kamiyama,,,Junichi Kamiyama,257124919,False,False,True
308407,嘿Siri播放ASTRO的歌,ASTRO,,,ASTRO,1086927524,False,False,True
308829,嘿Siri播放DEAN的歌,DEAN,,,DEAN,2770824,False,False,True
309890,嘿Siri播放Weezer的歌,Weezer,,,Weezer,115234,False,False,True
308813,嘿Siri播放安田麗的歌,安田麗,,,,,,,
339120,嘿Siri播放鄭世雲的歌,鄭世雲,,,정세운,1277599425,False,False,False
309620,嘿Siri播放Fatboy Slim的歌,Fatboy Slim,,,Fatboy Slim,1093405,False,False,True
309348,嘿Siri播放Grey的歌,Grey,,,Grey,324853,False,False,True
310052,嘿Siri播放2AM的歌,2AM,,,2AM,14063144,False,False,True
309530,嘿Siri播放엔플라잉的歌,엔플라잉,,,,,,,
308647,嘿Siri播放Betty Who的歌,Betty Who,,,Betty Who,660522247,False,False,True
310119,嘿Siri播放Nursery Rhymes and Lullabies的歌,Nursery Rhymes and Lullabies,,,Nursery Rhymes and Lullabies,362238130,False,False,True
310059,嘿Siri播放Family of the Year的歌,Family of the Year,,,Family of the Year,331169143,False,False,False
310064,嘿Siri播放韓秀智的歌,韓秀智,,,,,,,
309390,嘿Siri播放Hailee Steinfeld的歌,Hailee Steinfeld,,,Hailee Steinfeld,417571723,False,False,True
309817,嘿Siri播放V.K克的歌,V.K克,,,V.K克,672612539,False,False,True
308498,嘿Siri播放Natalie Imbruglia的歌,Natalie Imbruglia,,,Natalie Imbruglia,397997,False,False,True
309027,嘿Siri播放MXM (BRANDNEWBOYS)的歌,MXM (BRANDNEWBOYS),,,MXM (BRANDNEWBOYS),1264253773,False,False,True
309685,嘿Siri播放Jamie Lawson的歌,Jamie Lawson,,,Jamie Lawson,156278636,False,False,True
310157,嘿Siri播放綺拉奈特莉的歌,綺拉奈特莉,,,綺拉·奈特莉,187698850,False,False,False
309972,嘿Siri播放2NE1的歌,2NE1,,,2NE1,329155759,False,False,True
310221,嘿Siri播放XXXTENTACION的歌,XXXTENTACION,,,XXXTENTACION,1082533559,False,False,True
309090,嘿Siri播放Christina Aguilera的歌,Christina Aguilera,,,Christina Aguilera,259398,False,False,True
308688,嘿Siri播放ODESZA的歌,ODESZA,,,ODESZA,739033803,False,False,True
309521,嘿Siri播放KNK的歌,KNK,,,KNK,896544822,False,False,True
309979,嘿Siri播放朴載範的歌,朴載範,,,朴載範,384641776,False,True,True
308992,嘿Siri播放HONNE的歌,HONNE,,,HONNE,906366067,False,False,True
309932,嘿Siri播放Kid Ink的歌,Kid Ink,,,Kid Ink,432461273,False,False,True
308523,嘿Siri播放Audiomachine的歌,Audiomachine,,,Audiomachine,516670462,False,False,True
310260,嘿Siri播放Jóhann Jóhannsson的歌,Jóhann Jóhannsson,,,Jóhann Jóhannsson,80591287,False,False,True
310299,嘿Siri播放Sechs Kies的歌,Sechs Kies,,,Sechs Kies,1162613479,False,False,True
308934,嘿Siri播放MACO的歌,MACO,,,MACO,840907343,False,False,True
309092,嘿Siri播放Axwell Λ Ingrosso的歌,Axwell Λ Ingrosso,,,Axwell Λ Ingrosso,128864409,False,False,True
308397,嘿Siri播放Gabrielle Aplin的歌,Gabrielle Aplin,,,Gabrielle Aplin,434657397,False,False,True
310311,嘿Siri播放J. Cole的歌,J. Cole,,,J. Cole,73705833,False,False,True
310297,嘿Siri播放Jon Bellion的歌,Jon Bellion,,,Jon Bellion,659289673,False,False,True
309433,嘿Siri播放Bon Iver的歌,Bon Iver,,,Bon Iver,273428126,False,False,True
308796,嘿Siri播放平原綾香的歌,平原綾香,,,Ayaka Hirahara,77289929,False,False,True
309356,嘿Siri播放SE7EN的歌,SE7EN,,,SE7EN,6343223,False,False,True
308357,嘿Siri播放雀斑的歌,雀斑,,,雀斑,1203201339,False,True,True
308785,嘿Siri播放The New Barden Bellas的歌,The New Barden Bellas,,,The New Barden Bellas,1322998908,False,False,True
309640,嘿Siri播放H.O.T.的歌,H.O.T.,,,H.O.T.,4691436,False,False,True
308814,嘿Siri播放Krewella的歌,Krewella,,,Krewella,492328395,False,False,True
310146,嘿Siri播放巴頓貝拉合唱團的歌,巴頓貝拉合唱團,,,The Barden Bellas,561460992,False,False,False
309908,嘿Siri播放Carla Bruni的歌,Carla Bruni,,,Carla Bruni,15046518,False,False,True
309832,嘿Siri播放Nelly的歌,Nelly,,,Nelly,351794,False,False,True
308809,嘿Siri播放José González的歌,José González,,,José González,153417030,False,False,True
308386,嘿Siri播放Sofi Tukker的歌,Sofi Tukker,,,Sofi Tukker,998656537,False,True,True
309539,嘿Siri播放Sixpence None the Richer的歌,Sixpence None the Richer,,,Sixpence None the Richer,22683,False,False,True
309059,嘿Siri播放 李建榮的歌,李建榮,,,,,,,
309506,嘿Siri播放flumpool的歌,flumpool,,,flumpool,570402072,False,False,True
310266,嘿Siri播放Cécile Corbel的歌,Cécile Corbel,,,Cécile Corbel,411448342,False,False,True
309637,嘿Siri播放blink-182的歌,blink-182,,,blink-182,116851,False,False,True
310284,嘿Siri播放Hillsong UNITED的歌,Hillsong UNITED,,,Hillsong UNITED,79437763,False,False,True
309963,嘿Siri播放Justin Hurwitz的歌,Justin Hurwitz,,,Justin Hurwitz,918231350,False,True,True
309846,嘿Siri播放CODE KUNST的歌,CODE KUNST,,,CODE KUNST,808626855,False,False,True
308807,嘿Siri播放Metallica的歌,Metallica,,,Metallica,3996865,False,False,True
308966,嘿Siri播放馬文蓋一的歌,馬文蓋一,,,Marvin Gaye,127329,False,True,False
308318,嘿Siri播放Nicki Minaj的歌,Nicki Minaj,,,Nicki Minaj,278464538,False,False,True
308828,嘿Siri播放Vaults的歌,Vaults,,,Vaults,865309052,False,False,True
310045,嘿Siri播放Ty.的歌,Ty.,,,Ty.,1282949130,False,False,True
309800,嘿Siri播放The 1975的歌,The 1975,,,The 1975,542640016,False,False,True
308713,嘿Siri播放Beck的歌,Beck,,,Beck,312095,False,False,True
308414,嘿Siri播放Sabrina Claudio的歌,Sabrina Claudio,,,Sabrina Claudio,1128029190,False,False,True
