test_id,ref_utterance,ref_utterance_artist,script,type,expected_name,expected_id,asr_pass,e2e_asr_pass,e2e_ref_pass
309414,嘿Siri播放GD X 太陽的歌,GD X 太陽,,,GD X 太陽,943802791,False,False,False
310292,嘿Siri播放OneRepublic的歌,OneRepublic,,,OneRepublic,260414340,True,True,True
309565,嘿Siri播放Kisum的歌,Kisum,,,키썸,878969509,True,False,False
310172,嘿Siri播放St. Vincent的歌,St. Vincent,,,St. Vincent,198271209,False,False,True
309104,嘿Siri播放Oasis的歌,Oasis,,,Oasis,512633,True,True,True
308771,嘿Siri播放Cat Stevens的歌,Cat Stevens,,,Cat Stevens,107587,False,True,True
309725,嘿Siri播放倫敦愛樂樂團的歌,倫敦愛樂樂團,,,倫敦愛樂樂團,498052,True,True,True
309738,嘿Siri播放基東克雷默的歌,基東克雷默,,,Gidon Kremer,4562476,False,False,False
308765,嘿Siri播放香香的歌,香香,,,香香,955401779,True,True,True
309678,嘿Siri播放10cm的歌,10cm,,,10cm,448032126,False,False,True
309957,嘿Siri播放The Cardigans的歌,The Cardigans,,,The Cardigans,259828,True,True,True
309042,嘿Siri播放龍飄飄的歌,龍飄飄,,,龍飄飄,777512063,True,True,True
310220,嘿Siri播放Banks的歌,Banks,,,Banks,2775067,False,False,True
308614,嘿Siri播放陳粒的歌,陳粒,,,陳粒,1138469250,True,True,True
309329,嘿Siri播放邱勝翊的歌,邱勝翊,,,邱勝翊,462254016,True,True,True
310129,嘿Siri播放HEIZE的歌,HEIZE,,,HEIZE,805276942,False,False,True
309754,嘿Siri播放信樂團的歌,信樂團,,,信樂團,820255331,True,True,True
309242,嘿Siri播放JOY的歌,JOY,,,JOY,510902856,True,True,True
309549,嘿Siri播放Shania Twain的歌,Shania Twain,,,Shania Twain,129974,True,True,True
310167,嘿Siri播放The Weeknd的歌,The Weeknd,,,The Weeknd,479756766,False,False,True
308822,嘿Siri播放聶琳的歌,聶琳,,,聶琳,510862505,True,True,True
309615,嘿Siri播放Michael Giacchino的歌,Michael Giacchino,,,Michael Giacchino,27462369,True,True,True
309209,嘿Siri播放蘇志燮的歌,蘇志燮,,,蘇志燮,512158850,True,True,True
308836,嘿Siri播放Super Simple Songs的歌,Super Simple Songs,,,Super Simple Songs,1220065281,True,True,True
306623,嘿Siri播放MK的歌,MK,,,MK,63097617,True,True,True
308379,嘿Siri播放莊心妍的歌,莊心妍,,,莊心妍,928329959,True,True,True
308881,嘿Siri播放席歐里爾的歌,席歐里爾,,,François-Joël Thiollier,3072213,False,False,False
309528,嘿Siri播放Becky G的歌,Becky G,,,Becky G,550411604,True,True,True
309772,嘿Siri播放David Garrett的歌,David Garrett,,,David Garrett,4698889,True,True,True
310281,嘿Siri播放韓紅的歌,韓紅,,,韓紅,217321239,True,True,True
309607,嘿Siri播放Maroon 5的歌,Maroon 5,,,Maroon 5,1798556,False,False,True
309992,嘿Siri播放Fall Out Boy的歌,Fall Out Boy,,,Fall Out Boy,28673423,True,True,True
308384,嘿Siri播放劉德華的歌,劉德華,,,劉德華,19345683,True,True,True
310309,嘿Siri播放朱宗慶打擊樂團的歌,朱宗慶打擊樂團,,,朱宗慶打擊樂團,641045469,True,True,True
308499,嘿Siri播放MAN WITH A MISSION的歌,MAN WITH A MISSION,,,MAN WITH A MISSION,424817976,False,False,True
310077,嘿Siri播放Glass Animals的歌,Glass Animals,,,Glass Animals,528928008,True,True,True
309276,嘿Siri播放will.i.am的歌,will.i.am,,,will.i.am,3495273,True,True,True
308942,嘿Siri播放郁可唯的歌,郁可唯,,,郁可唯,369227516,True,True,True
309337,嘿Siri播放塞隆尼斯孟克的歌,塞隆尼斯孟克,,,Thelonious Monk,45058,False,False,False
309224,嘿Siri播放Bill Evans Trio的歌,Bill Evans Trio,,,Bill Evans Trio,151188147,False,False,True
309467,嘿Siri播放Deva Premal的歌,Deva Premal,,,Deva Premal,19067876,False,False,True
309415,嘿Siri播放Dan Gibson's Solitudes的歌,Dan Gibson's Solitudes,,,Dan Gibson's Solitudes,146678028,False,False,True
308445,嘿Siri播放Diplo的歌,Diplo,,,Diplo,4527097,True,False,False
309022,嘿Siri播放Feist的歌,Feist,,,Feist,13453308,True,True,True
309079,嘿Siri播放Blur的歌,Blur,,,Blur,528564,False,False,True
310215,嘿Siri播放Arlissa的歌,Arlissa,,,Arlissa,553435139,True,True,True
308444,嘿Siri播放Cash Cash的歌,Cash Cash,,,Cash Cash,292362693,False,False,True
309662,嘿Siri播放鳳凰傳奇的歌,鳳凰傳奇,,,鳳凰傳奇,478745331,True,True,True
309883,嘿Siri播放Wayne Gratz的歌,Wayne Gratz,,,Wayne Gratz,16458481,True,True,True
310108,嘿Siri播放Robyn的歌,Robyn,,,Robyn,535211,True,True,True
310022,嘿Siri播放SE O的歌,SE O,,,SE O,1084645032,False,False,True
309138,嘿Siri播放DJ Snake的歌,DJ Snake,,,DJ Snake,125742557,True,True,True
308922,嘿Siri播放BESTie的歌,BESTie,,,BESTie,830073965,False,False,True
308864,嘿Siri播放Faye的歌,Faye,,,Faye 飛,979286583,False,False,True
309450,嘿Siri播放辛曉琪的歌,辛曉琪,,,辛曉琪,152417217,True,True,True
308382,嘿Siri播放蛋堡的歌,蛋堡,,,蛋堡,403689551,True,True,True
308546,嘿Siri播放Alessia Cara的歌,Alessia Cara,,,Alessia Cara,991444375,True,True,True
308569,嘿Siri播放游鴻明的歌,游鴻明,,,游鴻明,158190532,True,True,True
308363,嘿Siri播放韋禮安的歌,韋禮安,,,韋禮安,441921723,True,True,True
309264,嘿Siri播放黎明的歌,黎明,,,黎明,41756143,True,True,True
309794,嘿Siri播放High4的歌,High4,,,High4,858263213,False,True,True
310143,嘿Siri播放羅時豐的歌,羅時豐,,,羅時豐,959462850,False,False,True
308389,嘿Siri播放오준성的歌,오준성,,,,,,,
309993,嘿Siri播放金范秀的歌,金范秀,,,金范秀,549055025,True,True,True
310023,嘿Siri播放蔣卓嘉的歌,蔣卓嘉,,,蔣卓嘉,741988446,True,True,True
308462,嘿Siri播放The Big 鋼琴的歌,The Big 鋼琴,,,The Big 鋼琴,621756366,True,True,True
308753,嘿Siri播放Mother Goose Club的歌,Mother Goose Club,,,Mother Goose Club,434664701,False,False,True
309674,嘿Siri播放甄妮的歌,甄妮,,,甄妮,320005684,True,True,True
308607,嘿Siri播放周傳雄的歌,周傳雄,,,周傳雄,41867774,True,True,True
310070,嘿Siri播放 艾拉妮絲 莫莉塞特 的歌,Alanis Morissette,,,Alanis Morissette,1092859,False,True,True
310235,嘿Siri播放胡立歐的歌,胡立歐,,,胡立歐,540287,True,True,True
309116,嘿Siri播放Diddy - Dirty Money的歌,Diddy - Dirty Money,,,Diddy - Dirty Money,337296125,False,False,True
309291,嘿Siri播放Miguel的歌,Miguel,,,Miguel,29254083,False,False,True
309982,嘿Siri播放Omi的歌,Omi,,,Omi,960750491,True,True,True
309074,嘿Siri播放Gryffin的歌,Gryffin,,,Gryffin,953311187,False,False,True
339123,嘿Siri播放孫佳人的歌,孫佳人,,,가인,348732958,False,False,False
308867,嘿Siri播放A Great Big World的歌,A Great Big World,,,A Great Big World,569333045,True,True,True
309688,嘿Siri播放劉惜君的歌,劉惜君,,,劉惜君,411430517,True,True,True
308768,嘿Siri播放Kings of Leon的歌,Kings of Leon,,,Kings of Leon,1883403,False,False,True
309933,嘿Siri播放toe的歌,toe,,,toe,120959326,False,False,True
308797,嘿Siri播放Kim Na Young的歌,Kim Na Young,,,Kim Na Young,533032420,True,True,True
308731,嘿Siri播放Céline Dion的歌,Céline Dion,,,Céline Dion,63729,True,True,True
309870,嘿Siri播放孫子涵的歌,孫子涵,,,孫子涵,892276680,True,True,True
310165,嘿Siri播放Dua Lipa的歌,Dua Lipa,,,Dua Lipa,1031397873,True,True,True
310179,嘿Siri播放Lawson的歌,Lawson,,,Lawson,2627885,True,True,True
309693,嘿Siri播放安心亞的歌,安心亞,,,安心亞,875198478,True,True,True
309961,嘿Siri播放Alok的歌,Alok,,,Alok,324709167,False,True,True
309017,嘿Siri播放糯米糰的歌,糯米糰,,,糯米糰,254549288,True,True,True
309978,嘿Siri播放羅志祥的歌,羅志祥,,,羅志祥,448253585,True,True,True
308720,嘿Siri播放Niall Horan的歌,Niall Horan,,,Niall Horan,471260298,False,False,True
308587,嘿Siri播放EXID的歌,EXID,,,EXID,503473013,False,False,True
309652,嘿Siri播放 卡莉怪妞 的歌,Kyary Pamyu Pamyu,,,Kyary Pamyu Pamyu,448331160,True,False,True
309312,嘿Siri播放太妍的歌,太妍,,,太妍,435966642,True,True,True
309184,嘿Siri播放亨利·傑克曼的歌,亨利·傑克曼,,,亨利·傑克曼,209087057,True,True,True
309700,嘿Siri播放鹿晗的歌,鹿晗,,,鹿晗,1039367382,True,True,True
308634,嘿Siri播放Diana Ross的歌,Diana Ross,,,Diana Ross,47566,True,True,True
310244,嘿Siri播放小球的歌,小球,,,小球,1207388343,True,True,True
308908,嘿Siri播放陳彥允的歌,陳彥允,,,陳彥允,880776292,True,True,True
308716,嘿Siri播放Mike Perry的歌,Mike Perry,,,Mike Perry,214891583,True,True,True
308466,嘿Siri播放Franz Ferdinand的歌,Franz Ferdinand,,,Franz Ferdinand,6596751,False,False,True
308478,嘿Siri播放Music Box的歌,Music Box,,,Music Box,259511690,True,True,True
310189,嘿Siri播放LEW的歌,LEW,,,LEW,1080492010,False,False,True
308715,嘿Siri播放Jax Jones的歌,Jax Jones,,,Jax Jones,781088995,True,True,True
309425,嘿Siri播放Years & Years的歌,Years & Years,,,Years & Years,910604189,False,False,True
308393,嘿Siri播放Miloš Karadaglić的歌,Miloš Karadaglić,,,Miloš Karadaglić,380787485,False,False,True
309035,嘿Siri播放The Notorious B.I.G.的歌,The Notorious B.I.G.,,,The Notorious B.I.G.,5499810,False,False,True
309818,嘿Siri播放Lasse Lindh的歌,Lasse Lindh,,,Lasse Lindh,5179595,True,True,True
309183,嘿Siri播放Cyndi Lauper的歌,Cyndi Lauper,,,Cyndi Lauper,59291142,True,True,True
308435,嘿Siri播放麻吉弟弟的歌,麻吉弟弟,,,麻吉弟弟 MACHI DIDI,1287533810,True,False,False
309613,嘿Siri播放秋山公良的歌,秋山公良,,,秋山公良,181735665,True,True,True
309859,嘿Siri播放Costantino Catena的歌,Costantino Catena,,,Costantino Catena,200311917,False,False,True
309893,嘿Siri播放Alesso的歌,Alesso,,,Alesso,432464201,True,True,True
309598,嘿Siri播放Bazzi的歌,Bazzi,,,Bazzi,800263205,False,False,True
308702,嘿Siri播放DOLF的歌,DOLF,,,DOLF,360578572,False,False,True
308950,嘿Siri播放offonoff的歌,offonoff,,,offonoff,1156356376,False,False,True
309211,嘿Siri播放Jaden Smith的歌,Jaden Smith,,,Jaden Smith,280708839,True,True,True
309686,嘿Siri播放錦繡二重唱的歌,錦繡二重唱,,,錦繡二重唱,160747872,True,True,True
309204,嘿Siri播放 舞韻合唱團 的歌,Eurythmics,,,Eurythmics,395777,False,False,True
310106,嘿Siri播放MONKEY MAJIK的歌,MONKEY MAJIK,,,MONKEY MAJIK,93093570,True,True,True
309610,嘿Siri播放Austyn Johnson的歌,Austyn Johnson,,,Austyn Johnson,1299844952,True,True,True
309937,嘿Siri播放許嵩的歌,許嵩,,,許嵩,601736777,True,True,True
310191,嘿Siri播放Babyface的歌,Babyface,,,Babyface,12113,False,True,True
308693,嘿Siri播放Rita Ora的歌,Rita Ora,,,Rita Ora,355898104,True,True,True
308766,嘿Siri播放Aretha Franklin的歌,Aretha Franklin,,,Aretha Franklin,98742,False,False,True
309427,嘿Siri播放貝兒與賽巴斯汀樂團的歌,貝兒與賽巴斯汀樂團,,,Belle and Sebastian,2989382,False,False,True
309856,嘿Siri播放蘇盈之的歌,蘇盈之,,,蘇盈之,759959369,True,True,True
309197,嘿Siri播放Stars的歌,Stars,,,Stars,336944256,True,True,True
309532,嘿Siri播放吳映潔的歌,吳映潔,,,吳映潔,895314237,True,True,True
308781,嘿Siri播放陳綺貞的歌,陳綺貞,,,陳綺貞,462564117,True,True,True
310083,嘿Siri播放斯維亞托斯拉夫·里赫特的歌,斯維亞托斯拉夫·里赫特,,,斯維亞托斯拉夫·里赫特,279594,True,True,True
308412,嘿Siri播放法蘭黛樂團的歌,法蘭黛樂團,,,法蘭黛樂團,541840967,True,True,True
309121,嘿Siri播放BØRNS的歌,BØRNS,,,BØRNS,923255950,False,False,True
310111,嘿Siri播放GReeeeN的歌,GReeeeN,,,GReeeeN,218171255,False,False,False
309176,嘿Siri播放Snakehips的歌,Snakehips,,,Snakehips,974255216,True,True,True
308945,嘿Siri播放八三夭的歌,八三夭,,,八三夭,904192340,True,True,True
310139,嘿Siri播放雷光夏的歌,雷光夏,,,雷光夏,312506169,True,True,True
309910,嘿Siri播放Juju的歌,Juju,,,Juju,3821489,True,True,True
308399,嘿Siri播放李權哲的歌,李權哲,,,李權哲,1103128620,True,True,True
308955,嘿Siri播放Tinie Tempah的歌,Tinie Tempah,,,Tinie Tempah,250081539,True,True,True
308436,嘿Siri播放Clean Bandit的歌,Clean Bandit,,,Clean Bandit,463049461,True,True,True
309214,嘿Siri播放Machine Gun Kelly的歌,Machine Gun Kelly,,,Machine Gun Kelly,1308317898,True,True,True
308449,嘿Siri播放許美靜的歌,許美靜,,,許美靜,216595236,True,True,True
309398,嘿Siri播放樂童音樂家的歌,樂童音樂家,,,樂童音樂家,747306596,True,True,True
308500,嘿Siri播放LOOΠΔ的歌,LOOΠΔ,,,,,,,
309698,嘿Siri播放絢香的歌,絢香,,,絢香,121061666,True,True,True
308455,嘿Siri播放克里斯汀·貝爾的歌,克里斯汀·貝爾,,,克里斯汀·貝爾,214552914,True,True,True
310265,嘿Siri播放Machine Gun Kelly的歌,Machine Gun Kelly,,,Machine Gun Kelly,465954501,True,True,True
309553,嘿Siri播放Meghan Trainor的歌,Meghan Trainor,,,Meghan Trainor,348580754,True,True,True
308639,嘿Siri播放Madison Beer的歌,Madison Beer,,,Madison Beer,696146587,True,True,True
309787,嘿Siri播放洪安妮的歌,洪安妮,,,洪安妮,1325507771,True,True,True
309502,嘿Siri播放倪安東的歌,倪安東,,,倪安東,648198526,True,True,True
308479,嘿Siri播放劉佳的歌,劉佳,,,劉佳,569333989,True,True,True
308910,嘿Siri播放龍俊亨的歌,龍俊亨,,,龍俊亨,385087571,True,True,True
309560,嘿Siri播放馬修·連恩的歌,馬修·連恩,,,馬修·連恩,774368863,True,True,True
309868,嘿Siri播放Duke Ellington的歌,Duke Ellington,,,Duke Ellington,39525,False,False,True
309003,嘿Siri播放Girls' Generation-TTS的歌,Girls' Generation-TTS,,,Girls' Generation-TTS,905847799,False,False,True
308649,嘿Siri播放Slowdive的歌,Slowdive,,,Slowdive,528315,False,False,True
309018,嘿Siri播放Gym Class Heroes的歌,Gym Class Heroes,,,Gym Class Heroes,75949392,False,False,True
308673,嘿Siri播放Johnny Cash的歌,Johnny Cash,,,Johnny Cash,70936,True,True,True
310205,嘿Siri播放Poppy Ackroyd的歌,Poppy Ackroyd,,,Poppy Ackroyd,578309421,False,False,True
309235,嘿Siri播放米津玄師的歌,米津玄師,,,米津玄師,530814268,True,True,True
309275,嘿Siri播放A$AP Ferg的歌,A$AP Ferg,,,A$AP Ferg,582346993,False,False,True
309646,嘿Siri播放Sigur Rós的歌,Sigur Rós,,,Sigur Rós,73720797,False,False,True
309691,嘿Siri播放葉倩文的歌,葉倩文,,,葉倩文,68399581,True,True,True
308767,嘿Siri播放yaeji的歌,yaeji,,,yaeji,1087249836,False,False,True
309897,嘿Siri播放黃妃的歌,黃妃,,,黃妃,285374603,True,True,True
309996,嘿Siri播放李遐怡的歌,李遐怡,,,李遐怡,568756654,True,True,True
308395,嘿Siri播放Fergie的歌,Fergie,,,Fergie,151910203,False,False,True
310232,嘿Siri播放王心凌的歌,王心凌,,,王心凌,347815083,True,True,True
309366,嘿Siri播放No Doubt的歌,No Doubt,,,No Doubt,1016512,True,True,True
309756,嘿Siri播放阿牛的歌,阿牛,,,阿牛,278246151,True,True,True
309635,嘿Siri播放Nina Simone的歌,Nina Simone,,,Nina Simone,79798,True,True,True
309334,嘿Siri播放Duffy的歌,Duffy,,,Duffy,272521020,True,True,True
309843,嘿Siri播放Dr. Dre的歌,Dr. Dre,,,Dr. Dre,35315,True,True,True
309930,嘿Siri播放Judy Kuhn的歌,Judy Kuhn,,,Judy Kuhn,271962414,True,True,True
309566,嘿Siri播放布魯斯史普林斯汀的歌,布魯斯史普林斯汀,,,Bruce Springsteen,178834,True,True,True
309030,嘿Siri播放ZHU的歌,ZHU,,,ZHU,261545033,False,False,True
309915,嘿Siri播放E-girls的歌,E-girls,,,E-girls,488070237,False,False,True
308944,嘿Siri播放西野加奈的歌,西野加奈,,,西野加奈,410542403,True,False,False
308338,嘿Siri播放Luther Vandross的歌,Luther Vandross,,,Luther Vandross,23393,False,False,True
309391,嘿Siri播放潘瑋柏的歌,潘瑋柏,,,潘瑋柏,260955153,True,True,True
309290,嘿Siri播放Trey Songz的歌,Trey Songz,,,Trey Songz,31733124,False,True,True
309213,嘿Siri播放睡眠音楽の巨匠的歌,睡眠音楽の巨匠,,,睡眠音楽の巨匠,986063378,True,True,True
310245,嘿Siri播放Twins的歌,Twins,,,Twins,157607218,True,True,True
309552,嘿Siri播放聖結石的歌,聖結石,,,聖結石,1241163254,True,False,False
309364,嘿Siri播放Blonde的歌,Blonde,,,Blonde,4823382,True,True,True
309591,嘿Siri播放保羅 努提尼的歌,保羅 努提尼,,,Paolo Nutini,156669286,False,False,True
308443,嘿Siri播放Selena Gomez的歌,Selena Gomez,,,Selena Gomez,280215834,True,True,True
308463,嘿Siri播放Nicky Romero的歌,Nicky Romero,,,Nicky Romero,285266258,True,True,True
308487,嘿Siri播放米傑羅奎爾的歌,米傑羅奎爾,,,Jamiroquai,475902,False,False,False
309300,嘿Siri播放Snow Patrol的歌,Snow Patrol,,,Snow Patrol,5327254,True,True,True
309807,嘿Siri播放CeeLo Green的歌,CeeLo Green,,,CeeLo Green,174680978,True,True,True
308930,嘿Siri播放George Ezra的歌,George Ezra,,,George Ezra,705812852,False,False,True
309437,嘿Siri播放RAYE的歌,RAYE,,,,,,,
308887,嘿Siri播放BLOCK B的歌,BLOCK B,,,BLOCK B,673862599,True,True,True
309805,嘿Siri播放APRIL的歌,APRIL,,,APRIL,1033052104,False,False,True
309417,嘿Siri播放Gai的歌,Gai,,,,,,,
309657,嘿Siri播放PENTAGON的歌,PENTAGON,,,PENTAGON,1346387122,False,False,True
308424,嘿Siri播放關喆的歌,關喆,,,關喆,638034798,False,False,True
309716,嘿Siri播放Red Hot Chili Peppers的歌,Red Hot Chili Peppers,,,Red Hot Chili Peppers,889780,True,True,True
309535,嘿Siri播放Seong-Jin Cho的歌,Seong-Jin Cho,,,Seong-Jin Cho,1053136187,False,False,True
309322,嘿Siri播放Stereophonics的歌,Stereophonics,,,Stereophonics,2579656,True,True,True
310314,嘿Siri播放金太佑的歌,金太佑,,,金太佑,429335513,True,True,True
309108,嘿Siri播放Beyond的歌,Beyond,,,Beyond,79668659,True,True,True
308416,嘿Siri播放Lauv的歌,Lauv,,,Lauv,982612996,False,False,True
309341,嘿Siri播放Superfly的歌,Superfly,,,Superfly,150974880,True,True,True
310025,嘿Siri播放Chaka Khan的歌,Chaka Khan,,,Chaka Khan,17402,False,False,False
309210,嘿Siri播放Sleeping At Last的歌,Sleeping At Last,,,Sleeping At Last,326646632,False,False,True
308326,嘿Siri播放Kodak Black的歌,Kodak Black,,,Kodak Black,953921140,False,False,True
310199,嘿Siri播放Anderson .Paak的歌,Anderson .Paak,,,Anderson .Paak,855484536,False,False,True
309550,嘿Siri播放Röyksopp的歌,Röyksopp,,,Röyksopp,3432068,False,False,True
310060,嘿Siri播放Mischa Maisky的歌,Mischa Maisky,,,Mischa Maisky,4317514,False,False,True
310206,嘿Siri播放久保田利伸的歌,久保田利伸,,,久保田利伸,250048663,True,True,True
309944,嘿Siri播放AMBER的歌,AMBER,,,AMBER,965780781,False,False,True
309848,嘿Siri播放YUKA的歌,YUKA,,,YUKA,603760477,True,True,True
308378,嘿Siri播放劉若英的歌,劉若英,,,劉若英,16027938,True,True,True
308532,嘿Siri播放Ciara的歌,Ciara,,,Ciara,14317116,True,True,True
308405,嘿Siri播放Ronan Keating的歌,Ronan Keating,,,Ronan Keating,85927,True,True,True
308361,嘿Siri播放Elevation Worship的歌,Elevation Worship,,,Elevation Worship,287874918,False,False,True
310249,嘿Siri播放Ennio Morricone的歌,Ennio Morricone,,,Ennio Morricone,281035,True,True,True
309328,嘿Siri播放GRAY的歌,GRAY,,,GRAY,732708878,True,True,True
308335,嘿Siri播放Sebastian Ingrosso的歌,Sebastian Ingrosso,,,Sebastian Ingrosso,77816993,False,False,True
309215,嘿Siri播放凱瑟琳‧詹金斯的歌,凱瑟琳‧詹金斯,,,凱瑟琳‧詹金斯,15157667,True,True,True
309303,嘿Siri播放趙雷的歌,趙雷,,,趙雷,937112027,False,False,True
309759,嘿Siri播放DJ Khaled的歌,DJ Khaled,,,DJ Khaled,157749142,True,True,True
308835,嘿Siri播放大自然的聲音的歌,大 自然 的 聲音,,,大 自然 的 聲音,1205957361,True,True,True
309188,嘿Siri播放Boyz II Men的歌,Boyz II Men,,,Boyz II Men,256514,True,True,True
308460,嘿Siri播放Katy Perry的歌,Katy Perry,,,Katy Perry,64387566,True,True,True
308663,嘿Siri播放John Lennon的歌,John Lennon,,,John Lennon,4416594,True,True,True
309852,嘿Siri播放Alicia Keys的歌,Alicia Keys,,,Alicia Keys,316069,True,True,True
309150,嘿Siri播放江美琪的歌,江美琪,,,江美琪,15809507,True,True,True
309324,嘿Siri播放GTA的歌,GTA,,,GTA,202095113,True,True,True
308602,嘿Siri播放SS501的歌,SS501,,,SS501,307494387,False,False,True
308868,嘿Siri播放薛凱琪的歌,薛凱琪,,,薛凱琪,201542612,True,True,True
310037,嘿Siri播放解偉苓的歌,解偉苓,,,解偉苓,951747302,True,True,True
309353,嘿Siri播放Charice的歌,Charice,,,Charice,276468244,True,True,True
309032,嘿Siri播放Echosmith的歌,Echosmith,,,Echosmith,529352559,True,True,True
308856,嘿Siri播放巫啟賢的歌,巫啟賢,,,巫啟賢,14380048,True,True,True
309323,嘿Siri播放Jamie xx的歌,Jamie xx,,,Jamie xx,405563985,False,True,True
309046,嘿Siri播放桑布伊的歌,桑布伊,,,桑布伊,643635329,True,True,True
308973,嘿Siri播放童安格的歌,童安格,,,童安格,41641639,True,True,True
309207,嘿Siri播放Björk的歌,Björk,,,Björk,295015,True,True,True
310256,嘿Siri播放張碧晨的歌,張碧晨,,,張碧晨,1019445030,True,True,True
310123,嘿Siri播放Nickelback的歌,Nickelback,,,Nickelback,5280361,True,True,True
308801,嘿Siri播放瀨葉淳的歌,瀨葉淳,,,Nujabes,679712483,False,False,False
308555,嘿Siri播放5 Seconds of Summer的歌,5 Seconds of Summer,,,5 Seconds of Summer,538811449,False,False,True
309225,嘿Siri播放BewhY的歌,BewhY,,,BewhY,738959155,True,True,True
308712,嘿Siri播放Matteo的歌,Matteo,,,Matteo,212408986,False,False,True
310203,嘿Siri播放Gateway Worship的歌,Gateway Worship,,,Gateway Worship,160408277,False,False,True
308486,嘿Siri播放小蓓蕾組合的歌,小蓓蕾組合,,,小蓓蕾組合,1029540804,True,True,True
309503,嘿Siri播放187 INC的歌,187 INC,,,187 INC,1090338459,False,False,True
310061,嘿Siri播放普拉西多·多明哥的歌,普拉西多·多明哥,,,普拉西多·多明哥,375956,False,False,True
308970,嘿Siri播放Herbie Hancock的歌,Herbie Hancock,,,Herbie Hancock,51639,True,True,True
308926,嘿Siri播放Chris Brown的歌,Chris Brown,,,Chris Brown,95705522,True,True,True
309333,嘿Siri播放Petit Biscuit的歌,Petit Biscuit,,,Petit Biscuit,978442302,True,True,True
310000,嘿Siri播放江蕙的歌,江蕙,,,江蕙,395158183,True,True,True
310302,嘿Siri播放許巍的歌,許巍,,,許巍,84941709,True,True,True
